"MOD_CAP","TRAIN","FULL_CAP"
"found rotten chair courtyard",0,"We Found a Rotten Chair in our CourtYard 😡 😠 !"
"snail bubble caps grabs one left 2nd line",0,"Snail Bubble Caps are up for grabs by @browski_glass 🔥🔥only one left! 2nd in line 🔥🔥#headyglassforsale #heady #mediheadyglass #mediheadyglassco #glassart #glassporn #canadianglass #glassblowing #glassforsale #glass4sale #snail #bubblecap #headybubblecap #cannabiscommunity #cannabissociety"
"custom 30mm pastel serum",0,"Custom 30mm in ""Pastel Serum""

#dankhankglass #bubblecap #glassforsale #glassblowing #glassart #thousanddollarsmoke  #glass4sale #boroforsale #boro #boro4sale #boromarket #headies #boroart #borolife #710 #kilninit #dablife #oprahsbookclub #oprahswookclub #heady #headyglass #headylife #glassblowharder #weshouldsmoke #glassofig #bestofglass"
"available coinage dibsing pleasure coins 10g weights marked please paypal ready add 6 shipping",0,"Some available coinage for your dibs-ing pleasure, coins are 10/g weights as marked, please be PayPal ready and add 6 for shipping #georgeglass #murrine #millefiori #millis #millisofig #milli #milliforsale #glassblowing #lampworking #boroglass #boroofig #boro #boroforsale #glassforsale #glassart #texasglass #nofilter #localglass #localartist"
"clean simple splash color starting 30 thick carb caps provide perfect fit flat top beveled bangers shoot dm list available colors see royal difference makes",0,"Clean and simple, with a splash of color 💦 starting at only $30, these thick carb caps provide a perfect fit to most flat top and beveled bangers 🌟 shoot me a DM for a list of available colors, and see what the royal difference makes 🌈 #princeharrygalss #carbcaps #bubblecap #theroyaldifference #trevifountain"
"took edible 4pm woke 4am dabs dbz bit till",0,"Took a edible at 4pm that woke me up at 4am 🤷‍♂️ a few dabs and dbz for a bit till I 😴

#recycler #qcb #710society #stonernation #seattledabbers #latenightdabs #dragonballz #goku #dragonballsuper #broly #rickandmorty #bubblecap #smallerisballer #10mmmafia #weshouldsmoke #cannabiscommunity #dbz"
"lets get started fam rig banger wax bubble cap custom friend jake",0,"Let's get it started fam 💣🔥👄💨💨💨 #dabs #dabstagram #710 #bubblecap #dabrig #quartzbanger #girlswhosmoke #girlswhodab

Rig: @thebombestheadshop
Banger: @thebombestheadshop 
Wax: @lacontesdenver 
Bubble cap: custom by my friend Jake :)"
"cfl layback wishbone love lil shredder",0,"@kizmitglass CFL layback wishbone! 
Love this lil shredder ❤️🤙🏼
@george_hashington 
#kizmitglass 
#georgehashington 
#blownglass #glassy #glass #glassart #glasspipes #glassforsale #glassblowing #glassauction #glass4sale #glassfortrade #glass_of_ig #glasslife #glasscollector #glassgiveaway #glassauctions #glassauctionsdaily #headyglassforsale #headyglass #heady #headyart #headylife #headyglassart #headyglassofig #headyasfuck #glassporn #functionalglassart"
"like said greater storm brighter rainbow collection",0,"Like @darbyholmglass once said “The greater you storm, the brighter your rainbow” 💢💛 Now In the collection of @norcal_pipe 🌈 🧡 •
•
•
•
•
#Clown #Glassclown #glassrig #420 #710 #headyglass #headyart 
#functionalglassart
#glassart #artistsoninstagram
#glassblower #functiononpoint #bestofglass #glassofig #instagood
#artglass #baller #glassrig #cannabiscommunity #picoftheday #photooftheday #worldofbongs #cannabis"
"wax dab",0,"WAX DAB!! #took a #wax #dab out the #icebong from @waxmaidstore #letsgetit .
.
.
@k2glassart #bubblecap 
@greek_glass #banger 
@blazertorch #imablazer"
"auction closedsold bubble cap",0,"🚨AUCTION CLOSED/SOLD🚨-Bubble Cap by @andymelts 
#glassauction #glassforsale #glass4sale #boroforsale #headyglass #headyglassforsale #headyart #bubblecap #bubblecapforsale #carbcap #carbcapforsale #headycap #glass #boro4sale #bestofglass #highendglass #710 #heady #headies #glassgallery #glassofig #oprahsbookclub #oprahswookclub #buyselltradeglass #glass_of_ig #710society #glasslife #boro4sale #420 #glassauctions"
"new new color sooooo smooth milky vote menthol made xxxxtra thick put phattest opal done ever seen also gluten free touched nuts eat 25mm xxl opal aaaa quality brand new color",0,"@glassalchemy this new new color is just sooooo smooth and milky. I vote on menthol! I made it xxxxtra thick and put about the phattest opal you done ever seen on it. Also it’s gluten free and hasn’t touched any nuts, so you can eat it. 
25MM
Xxl opal AAAa quality.
Brand new color.
.
.
#glassalchemy #bubblecap #carbcap #glassofig #boroofig #oprahsboolclub #lowtemp #dabbersdaily #headyglassforsale #glassforsale #glutenfree #haroldludemanglass #glass4sale #newcolor"
"24 hour auction snowman rig leave bids comments artist auction rules starting bid 90 bid increments 10 minimum tag person outbid highest bidder wins free international shipping credit debit card ends thursday 530 pm et shipping week optional add handmade parachute necklace 10 247 support available payment due immediately conclusion auction failure pay block",1,"🚨24 Hour Auction🚨
Snowman rig. Leave your bids in the comments below!
Artist: @ckatsglass
👇👇AUCTION RULES👇👇
👉Starting Bid: $90
👉Bid Increments: $10 minimum
👉Tag the person you outbid
👉Highest Bidder Wins
👉Free International Shipping
👉Credit or Debit Card
👉Ends Thursday 5:30 P.M. ET
👉Shipping Same Week
👉Optional: Add Handmade Parachute Necklace Only $10
👉24/7 support available @xfadesupport
PAYMENT IS DUE IMMEDIATELY AT CONCLUSION OF AUCTION; FAILURE TO PAY IS BLOCK —————————————————————
#xfade #headyglassforsale #shop #artist #headyglass #gallery #headshop #glassforsale #headylife #artist #glassart #glassartist #art #glassappreciation #glasscollector #collectible #pendy #glasspendant #pendant #heady #highendglass #borosilicate #highlife #boro #glass"
"heres special one guys 143 inch diameter packed opals particularly difficult photograph lol know usual rules tag person outbid ends call",1,"Here's a special one for you guys! 1.43 inch diameter, packed with opals, and particularly difficult to photograph lol. You know what to do :) usual rules, tag the person you outbid, ends when I call it! #glassforsale #vitaminO #marblesofig #moiré #headymarbles #glassart #benwallisglass"
"sold dumb ass accidentally grabbed frit instead making custom someone worries still came dope wants steal fuck lucky day",0,"***Sold*** My dumb ass accidentally grabbed the #mysterygreen frit instead of the  #jetblack when I was making a custom for someone. No worries this #crushedopal #bubblecap still came out dope. Who wants it for a steal? My fuck up is your lucky day. #glassofig #glassforsale #headyart #420 #710 #eternalquartz #highlyeducated #torograil #qcb #mayoralquartz #halenquartz  #dabs #drlglass #drlglasslovesyou"
"fumed crushed opal bubble caps catching sun gearing vegas",0,"Some fumed and crushed opal bubble caps catching some sun! Gearing up for Vegas again ❤️"
"dragon claw pendant w opal",0,"Dragon Claw Pendant w/ opal. 👁💎🐉🔥🏰✨ #dragon #opal #heady #headyglass #glassofig #glassart #glass #society #bestofglass #oprahsbookclub #dabbersdaily #cannabiscommunity #thousanddollarsmoke #weshouldsmoke #glassporn #terps #functionalglassart #dabs #boro #art #highsociety #highlife #dab #wedontsmokethesame #dabstagram #headyart #cannabis #glassblowing #bhfyp"
"auction closedsold fume jet black bead",0,"🚨AUCTION CLOSED/SOLD🚨 @steve_sizelove Fume Over Jet Black Bead
#glassforsale #glass4sale #glass #glassauction #headyglassforsale #headies #heady #headyglass #glassofig #glass_of_ig #glassgallery #highendglass #highlife #710 #710society #buyselltradeglass  #oprahsbookclub #oprahswookclub #wook #glassblowing #glasspendant #glassporn #pendantforsale #pendantsofig #pendy #pendysofig #headypendant #glassauctions #buyselltradeglass #stevesizelove"
"block today new style triple double double recycler wanting try awhile stoked finally get done tweaks make design finally released guys going auction function story thanks support good luck starts 275 reserve bin minimum bid 25 us sales ends call hour warning ends going going twice style must pay immediately auction must venmo paypal ready paypal fees buyer 20 added shipping please tag outbid failure pay results block",1,"Up on the block today is this new style Triple Double Double can Recycler. Been wanting to try this for awhile, stoked to finally get it done. There’s a few tweaks to make to the design before it’s finally released so this guys going up for auction. Function on story. Thanks for all the support and good luck!🙏🙏▶️Starts at $275 ▶️No Reserve ▶️ No BIN ▶️ Minimum bid $25 ▶️ Only US sales ▶️ends when I call it, will be an hour warning ▶️ ends with going once going twice style ▶️Must pay immediately after auction is over ▶️Must be Venmo or PayPal ready ▶️ PayPal fees on buyer ▶️ $20 added for shipping ▶️ Please tag who you outbid ▶️ Failure to pay results in block 
#WolfeGlass #jointhepack #auction #auctionsofig #glassofig #glassart #glassporn #glassforsale #serum #instaglass #fueledbythc #functiononpoint #keepitchronic #dabs #dailydabber #dabbers_unite #stoner #weedsociety #710 #marijuana #mmmp #highlife #hightimes #terps #topshelflife #420 #dabstagram #dabsrus  #glassporn #glassforsale"
"available 6 14mm clear sakis opal attachment absolute shredders splash rip hard want perfect go rig artist theglassmechanic shipped pelican 1150 case 205 shipped lock 41 60 days pay balance",0,"I have available ( 6 )14mm clear sakis all with opal attachment. These are absolute shredders with no splash rip them as HARD AS YOU WANT!!! Perfect on the go rig!!
•
•
Artist- theglassmechanic 
Each is shipped in a pelican 1150 case ⚠️
💸 $205 shipped EACH 💸
⚠️
LOCK IT DOWN FOR JUST $41 with 60 days to pay the balance
•
•
•
•
•
#fueledbythc #glassblowing #boro #dabbersdaily #topshelflife #bestofglass #710 #glasslife #headyglassforsale #headyglass #thousanddollarsmoke #glassforsale #highsociety #heady #oprahsbookclub #glassporn #headyart #glassofig #glassart #highendglass #headies #functionalglassart #boroforsale #boroballers #eastcoastdabbers #newglass #headyrigs #wedontsmokethesame #dablife #vape"
"heavy duty beauties",0,"Heavy duty beauties from @twinkletoesglass . #milkedofficial #bubblecap #treatyoself #headyglass #smoke #oprahsbookclub #glassartwork #twinkletoesglass #headyglassforsale #smokewithus #functionalglassart #supportyourlocalvapeshop #vapenation #CBD #weshouldsmoke #heady #americanmadeglass #supportyourlocalglassblower #boston #bostonuniversity #watertown #glassart  #bostonheadies #bostondabbers"
"follow tag friend artist details 3 x 15 x 075 bearly road trippin pendant piece features frostytree mushroom bear murrine images tumbled opal diggin white satin rainbow border msrp 300 shipped lock today 30 using free layaway plan gallery first america offer free layaway plan customer would like use 10 photos",0,"FOLLOW & TAG A FRIEND BELOW 👇✌
ARTIST: @surfratglass

DETAILS: 3"" x 1.5"" x 0.75"" 🐻Bearly Road Trippin Pendant #2💀🏔🌹 This piece features frostytree, mushroom and bear murrine images from @madmillies and a tumbled opal by @grandpaglass.  Diggin this @greasy_glass white satin rainbow border.

MSRP: $300 shipped.  Lock this in today for only $30 using our free layaway plan.

Our gallery is the first in America to offer a free layaway plan for any customer that would like to use it for only 10% down.

Photos by @adamvancephoto

#glassforsale #headyglass #heady #headyart  #710 #420 #glasscommunity #glasslife #glassart #glassofig #710society #highendglass #highsociety #highlife #hightimes #topshelflife #dab #dabbersdaily #stoner #glassporn #bestofglass #dabbersunite #opals #grandpaglass #surfratglass #roadtrippendant #roadtrippers #opaljewelry #deadbear"
"fumed syzergy capthing shifts like",0,"Fumed syzergy cap...thing shifts like no other #weshouldsmoke #glass #glassart #boro #borosilicate #local #hightimes #weed #cali #california #mrpink #mrpinkglass #headiesofig #glassofig #glassporn #art #oprahsbookclub #carbcap #bubblecap"
"stop seeking external validation",0,"Stop seeking external validation and just be you. #glass #glassblowing #glassart #glassofig #bestofglass #glassporn #heady #headyglass #headyart #mmj #cannabis #cannabiscommunity #dab #dabber #dabs #dabstagram #dabbersdaily #sculpture #pendy #pendant #pendantsofig #ego #oprahsbookclub"
"got damn wake ya happy tuesday whatever means hope great one",0,"GOT DAMN, That’ll wake ya up! Happy Tuesday, whatever that means. Hope it’s a great one 🐈 🎨 .
.
.
.
.
.
.
#waxwednesday #morningdabs #wakendab #meltshot #barryglass #bubblecap #livesugar #terpdiamonds #cannabiscommunity #shatterday"
"northstar yellow fume awsome combo deffently one favorites workin set bit feels good get together head 10mm 2 hole minitube slide cap capstandiso reservoir dabber 3 dab pearls set available anyone interested",0,"Northstar Yellow and fume is an awsome combo, deffently one of my favorites. Been workin on this set for a bit now feels good to get it all together and out of my head. 10mm 2 hole minitube with slide, cap, capstand/iso reservoir dabber and 3 dab pearls.  The is set available for anyone interested.

#dzglasss #glassofig  #glass_of_ig #glassart #glass_art #glassforsale #glass4sale  #eastcoastglass  #glassauction #710 #headyglass #oprahsbookclub #implosion #gold #silver #bubblecap #fume #minitube #nsyellow #isomarble #dabbersdaily #rigs #wrapandake #minitube"
